CASEID,FOLIO,REGION,MANZANA,NSE,INT_CODE,A,B,P1,SEXO1,SEXO2,SEXO3,SEXO4,SEXO5,SEXO6,SEXO7,SEXO8,SEXO9,SEXO10,SEXO11,SEXO12,SEXO13,SEXO14,SEXO15,EDAD1,EDAD2,EDAD3,EDAD4,EDAD5,EDAD6,EDAD7,EDAD8,EDAD9,EDAD10,EDAD11,EDAD12,EDAD13,EDAD14,EDAD15,ACTIV_1A,ACTIV_1B,ACTIV_1C,ACTIV2,ACTIV3,ACTIV4,ACTIV5,ACTIV6,ACTIV7,ACTIV8,ACTIV9,ACTIV10,ACTIV11,ACTIV12,ACTIV13,ACTIV14,ACTIV15,REL2,REL3,REL4,REL5,REL6,REL7,REL8,REL9,REL10,REL11,REL12,REL13,REL14,REL15,P3,P3_1,P3_2,P3_3,P4,P4_1,P4_2,P4_3,P5,P6,P7,P8_1,P8_2,P9,P10,P11,P12,P13,P14,P15,P15_1,P16,P16_1,P17,P17_S,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P32_S,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P47_S,P48,P49,P50,P51,P52,P52_A,P53,P54,P54_1,P55,P56,P57,P57_S,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P72_A,P73,P73_A,P74_1,P74_2,P74_3,P74_4,P74_5,P74_6,P75,P75_A,P76,P77,P78,P78A,P79,P80,P81,P82,P83,P84,P85,P86,P86_S,P87,P88,P88_A,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P98A,P98B,P98C,P99_1,P99_2,P99_3,P99_4,P99_1A,P99_2A,P99_3A,P99_4A,P1001,P101,P102,P103,P104,P105,P106,P107_1,P107_2,P107_3,P107_4,P107_5,P107_6,P107_1A,P107_2A,P107_3A,P107_4A,P107_5A,P108,P109,P110,P111_1,P111_2,P111_3,P111_4,P111_5,P111_6,P111_7,P111_8,P111_9,P111_10,P111_11,P112,P112_1,P113,P114,P115,P116,P116A,P116ASQ,P116B,P116_A,P116_B,P117,P117_A,P118,P119,P120,P121,P1220,P122_S,P123,P124,P125
27,184,13, ,3,423,1,59,9,1,2,2,2,2,1,1,1,1, , , , , , ,59,55,37,34,19,34,12,6,6, , , , , , ,5, , ,5,2,3,1,5,1,1,1, , , , , , ,2,3,3,7,6,7,7,7, , , , , , ,1, , , ,1, , ,99,2,8, ,1,4,6,1,1, , , , , , ,1,9152,0,85,1,4,2,2, ,1,7,4,48,2,2000,12,9211,0,1,1,3,5,2, ,1,4,4,56,1958,5,2,7124,0,2,45,1975,1998,1,1, , , , ,1916,8331,0,1,1,3,1,2,1,4,1,0,9,1,0,0,3,2,0,2,0, , , , , , ,2,0,1,1,1,1,3,5,1,6,1,0,9,9211,0,2,2,0,2,1960,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1970,4,1, ,20000000,2, , , , , , , , , , , ,4,3,8,1,1,1,2,2,2,2,2,2,2, ,2, ,2,4,2,8,8,64,8,2,2,2, ,1,3,6,1,8331,0,1,3,1
28,1823,8, ,3, ,1,58,4,1,2,1,1, , , , , , , , , , , ,58,54,23,19, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,12,2,351,1,1,3, ,1, , , , , , ,1,7233,0,21,1,3,1,1,1,1,6,4,48,1,1968,25,8281,0,21,1,3,1,2, ,1,6,4,48, ,5,1, , , , , , ,1,1, , , , ,1915,6111,0,1,1,1, , , ,1,6,4,9,6,6,9,3,1,1,1,1,2,1,2,2,2, ,2,0,0,3,1,1,6,6,3,1,6,2,9,6129,0,1,1,1,2,1971,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1985,4,4, ,15000000,1,2,2,2,2,1,2,0,0,0,0,1,9,1,9,1,1,1,1,1,1,1,1,2,2, ,1,1,2, ,3,0, , ,0, , ,2, ,2, , , , , , , , 
29,130,13, ,4,1,1,57,5,1,2,2,1,1, , , , , , , , , , ,57,57,24,32,5, , , , , , , , , , ,4,5, ,3,5,5,1, , , , , , , , , , ,2,3,3,7, , , , , , , , , , ,2,113,13,2,3,278,13,2,3,6, ,1,4,3, ,1, , , , , , ,1,8322,0,60,1,3,1,2, ,1,1,4,48,3,1998,14,9333,0,60,1,3,5,2, ,1,2,4,48,1959,5,2,5163,1,2,75,1965,1998,1,1, , , , ,1904,7124,0,45,1,3,2, ,1,6,3,2,9,3,1,9,3,2,0,2,0, , , , , , ,2,0,2,1,1,1,3,6,3,1,3,6,1,110,0,2,2,0,2,1965,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1970,4,1, ,15000000,2, , , , , , , , , , , ,3,3,5,1,1,1,2,2,2,2,2,2,2, ,1,1,2,5,2,7,7,49,7,2,2,2, ,1,3,4,2,7122,0,45,3,2
30,1571,13, ,4,28,1,58,1,1, , , , , , , , , , , , , , ,58, , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , ,99,3,6, ,1,4,3, ,1, , , , , , ,1,7411,0,52,1,3,1,2, ,1,3,4,66,2,1993,18,7411,0,52,1,3,5,2, ,1,2,4,66,1964,5,1, , , , , , ,1,1, , , , ,1910,7411,0,52,1,2, , , , ,3,6,9,3,2,9,3,1,1,2,0, , , , , , ,2,0,5,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8000000,2, , , , , , , , , , , ,3,1,3,1,2,2,2,2,2,2,2,2,2, ,2, ,2,5,2,4,4,16,4,2,2,2, ,2, , , , , , , , 
31,289,13, ,3,59,1,61,9,1,2,2,1,1,1,1,1,1, , , , , , ,61,99,30,32,12,3,35,19,4, , , , , , ,6, , ,3,3,5,1,0,5,1,1, , , , , , ,3,3,6,7,7,6,7,7, , , , , , ,1, , , ,1, , ,99,3,6, ,1,4,2, ,2,2,2, ,1,2000,4,2,7122,0,45,1,2, ,2, , , ,4,38,2,2000,15,8131,0,26,1,3,1,2, ,1,7,4,48,1967,5,2,7122,0,2,45,1993,1995,1,1, , , , ,1906,723,0,28,1,4,2, ,1,0,3,0,9,3,0,9,3,2,0,2,0, , , , , , ,2,0,3,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3500000,2, , , , , , , , , , , ,1,3,2,1,1,2,2,2,2,2,2,2,2, ,2, ,2,3,1,1,1,1,1,2,1,2, ,1,3,6,2,7214,0,28,3,2
32,1258,9, ,3, ,1,60,2,1,2, , , , , , , , , , , , , ,60,52, , , , , , , , , , , , , ,5, , ,5, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,2,227,10,3,1, , ,99,14,2,473,1,1,3, ,1, , , , , , ,1,2359,0,80,1,4,1,1,2,1,5,4,44,2,1965,22,2320,0,80,1,4,5,2, ,2,4,4,41,1963,5,1, , , , , , ,1,1, , , , ,1918,8311,0,60,1,4,2, ,1,7,6,6,9,6,6,9,3,1,1,2,0, , , , , , ,2,0,5,3,1,1,13,5,1,1,6,6,9,6111,0,1,1,1,2,1969,1,1,2,1,2,4,2,4,4,0,0, , , , , , , , , , , ,1, ,20000000,2, , , , , , , , , , , ,0,2,0,1,1,1,1,2,1,1,1,1,1, ,1,1,1,5,3,0, , ,0, , ,2, ,2, , , , , , , , 
33,1840,13, ,3,14,1,57,4,1,2,1,2, , , , , , , , , , , ,57,53,20,16, , , , , , , , , , , ,4, , ,3,5,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,151,9,1,1, , ,99,2,2, ,1,4,2, ,2,2,2, ,1,2000,6,2,7412,0,15,1,3,1,2, ,1,4,4,48,2,1982,19,7412,0,15,1,3,1,2, ,1,4,4,48,2000,5,1, , , , , , ,2,0,1,1, ,1,0,6114,0,1,2,2, , , , ,1,0,9,99,99,9,9,1,1,2,0, , , , , , ,2,0,2,2,1,1,2,8,3,1,2,8,9,6114,0,1,1,1,2,1975,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1981,4,1, ,5000000,2, , , , , , , , , , , ,1,0,1,1,2,2,2,2,2,2,2,2,2, ,2, ,2,3,2,1,1,1,1,2,1,2, ,1,2,3,1,6111,0,1,2,1
34,1506,13, ,3,50,1,58,4,1,2,1,2, , , , , , , , , , , ,58,54,31,34, , , , , , , , , , , ,5, , ,3,5,3, , , , , , , , , , , ,5,3,6, , , , , , , , , , , ,2,74,7,2,1, , ,99,6,2, ,1,1,3, ,1, , , , , , ,1,4190,0,66,1,1, ,1, , ,5,4,50,5,1965,15,8281,0,93,1,1, , , , ,1,4,50,1963,5,1, , , , , , ,1,1, , , , ,1921,110,0,75,1,4,2, ,1,7,3,6,9,6,3,9,3,2,0,2,0, , , , , , ,2,0,5,3,1,1,2,6,3,1,0,0,1,2452,0,1,1,1,2,1969,1,1,1,1,1,4,2,4,4,0,0, , , , , , , , , , , ,1, ,20000000,2, , , , , , , , , , , ,5,3,9,1,1,1,2,2,1,1,1,2,2, ,1,0,2,5,3,12,12,144,12,2,2,2, ,1,6,1,1,7231,0,60,3,1
35,2146,13, ,4,163,1,62,1,1, , , , , , , , , , , , , , ,62, , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,40,9,1,2, , ,99,3,2, ,1,4,6,3,1, , , , , , ,1,833,0,75,1,3,1,2, ,1,7,4,45,1,1970,12,3480,0,91,1,3,5,2, ,1,0,4,90,1953,5,1, , , , , , ,2,0,1,1, ,1,1921,826,0,18,1,3,2, ,1,4,3,2,9,99,99,9,9,2,0,2,0, , , , , , ,2,0,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6000000,2, , , , , , , , , , , ,3,1,3,1,1,1,2,2,2,2,2,2,2, ,2, ,2,4,2,2,2,4,2,1,2,2, ,2, , , , , , , , 
36,1839,13, ,3,14,1,58,4,1,2,2,1, , , , , , , , , , , ,58,57,30,23, , , , , , , , , , , ,2, , ,3,5,5, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,2, , ,99,2,6, ,1,4,3, ,2,2,2, ,1,1996,9,2,8162,0,85,1,3,1,2, ,1,7,4,48,2,1986,13,9132,0,36,1,3,6,2, ,1,6,4,48,1958,5,1, , , , , , ,2,0,3,1, ,30,0,9142,0,50,2,2, , , , ,0,0,1,3,3,9,3,2,0,2,0, , , , , , ,2,0,4,3,1,1,6,2,3,2,6,7,9,9133,0,1,2,0,2,1966,3,3,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1976,1,1, ,25000000,2, , , , , , , , , , , ,1,2,2,1,1,1,2,2,2,2,2,2,2, ,2, ,2,4,3,3,3,9,3,2,1,1,3,1,6,2,1,7231,0,50,3,1
37,324,13, ,3,597,1,63,7,1,2,1,2,1,2,2, , , , , , , , ,63,57,30,25,25,5,1, , , , , , , , , , , ,3,5,3,5,1, , , , , , , , , ,2,3,6,3,7,7, , , , , , , , ,2,335,9,1,1, , ,99,3,6, ,1,4,5, ,1, , , , , , ,1,4190,0,28,1,3,1,1,2,1,5,4,48,2,1958,21,7211,0,28,1,3,1,2, ,1,5,4,48, ,5,1, , , , , , ,1,1, , , , ,1918,6111,0,1,1,1, , , ,3,3,3,9,1,0,9,3,1,1,1,1,2,1,1,2,2, ,1,1,2,1,1,1,3,2,3,2,1,0,9,7124,0,2,2,0,2,1963,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1971,4,1, ,19000000,1,2,2,2,1,2, ,0,0,0,1,0,8,2,10,1,1,1,2,2,2,2,2,2,2, ,1,1,2,5,3,2,2,4,2,1,2,2, ,1,3,6,1,721,0,28,3,1
38,1995,7, ,3, ,1,63,2,1,2, , , , , , , , , , , , , ,63,62, , , , , , , , , , , , , ,4, , ,3, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,1, , , ,1, , ,99,6,2, ,1,1,5, ,2,1,2, ,1,1981,6,2,3119,0,75,1,4,1,1,2,1,7,2,72,1,1959,22,3119,0,75,1,4,1,1,2,1,7,2,72, ,3, , , , , , , ,1,1, , , , ,1915,5121,0,75,1,4,1,2,1,7,3,6,1,3,6,9,2,2,0,1,1,2,1,2,2,2, ,2,0,5,3,1,1,7,5,3,1,6,6,1,3432,0,2,1,1,1,1957,1,3,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1982,4,1, ,30000000,1,2,2,2,1,2,2,0,0,0,1,0,4,1,4,1,1,1,2,2,2,2,2,2,2, ,1,1,2,5,3,7,7,49,7,2,2,2, ,1,3,6,2,5121,0,75,4,1
39,1495,13, ,2,311,1,57,4,1,2,1,1, , , , , , , , , , , ,57,57,32,26, , , , , , , , , , , ,5, , ,3,5,5, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,240,6,2,1, , ,99,7,6,120,1,1,3, ,1, , , , , , ,1,3423,0,45,2,1, ,1, , ,2,4,40,5,1980,17,9211,0,1,2,3,5,2, ,1,2,4,48,1980,5,1, , , , , , ,2,0,5,1, ,22,1895,8312,0,75,1,3,2, ,1,7,6,4,9,2,1,9,2,1,1,2,0, , , , , , ,2,0,5,3,1,1,6,2,3,7,3,4,9,9211,0,2,1,1,2,1964,3,3,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1967,4,1, ,20000000,2, , , , , , , , , , , ,4,3,5,1,1,1,2,2,2,2,2,2,2, ,2, ,2,5,3,1,1,1,1,2,1,2, ,2, , , , , , , , 
40,1052,13, ,4,293,1,64,5,1,2,1,2,2, , , , , , , , , , ,64,62,36,19,23, , , , , , , , , , ,5, , ,3,4,1,2, , , , , , , , , , ,2,3,7,7, , , , , , , , , , ,2,83,7,3,2, , ,99,3,3, ,1,4,2, ,1, , , , , , ,1,6113,0,75,1,4,2,2, ,2,5,4,44,1,1999,15,9211,0,1,2,3,5,2, ,1,4,4,50,1952,5,2,7124,0,2,45,1995,1996,1,1, , , , ,1898,9211,0,1,1,3,2, ,1,4,1,0,9,1,0,0,2,2,0,2,0, , , , , , ,2,0,2,1,1,1,3,5,3,1,1,0,9,9211,0,2,2,0,2,1960,3,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1966,4,1, ,6000000,2, , , , , , , , , , , ,2,2,3,1,1,1,2,2,2,2,2,2,2, ,2, ,2,3,2,5,5,25,5,2,2,2, ,1,3,3,1,6113,0,95,2,1
41,1074,13, ,3,518,1,57,4,1,2,1,1, , , , , , , , , , , ,57,53,28,36, , , , , , , , , , , ,2, , ,2,2,5, , , , , , , , , , , ,2,3,11, , , , , , , , , , , ,1, , , ,1, , ,99,6,1, ,1,1,6,2,2,1,1,24,1,1998, ,2,7231,0,50,1,3,5,2, ,1,4,4,48,5,1988,13,7231,0,50,1,3,5,2, ,1,4,4,48,1961,5,1, , , , , , ,1,1, , , , ,1920,7231,0,50,1,3,1,1,2,4,6,1,9,3,5,9,3,1,1,2,0, , , , , , ,2,0,4,3,1,1,3,6,3,1,0,0,1,7136,0,3,2,0,2,1964,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,3, ,50000000,2, , , , , , , , , , , ,1,0,1,1,1,2,2,2,2,2,2,2,2, ,1,1,2,3,2,2,2,4,2,2,2,2, ,1,6,1,1,7231,0,50,3,0
42,1796,10, ,2, ,1,58,4,1,2,2,2, , , , , , , , , , , ,58,58,25,20, , , , , , , , , , , ,5, , ,3,5,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,2, , ,99,4,4, ,1,1,4, ,1, , , , , , ,1,7422,0,36,1,2, ,2, , , ,4,30,1,1960,15,7422,0,36,1,3,5,2, ,1,2,4,48,0,5,1, , , , , , ,2,0,1,1, ,1,1925,0,0,0,0,5,2, ,2,0,0,0,1,99,99,9,9,2,0,2,0, , , , , , ,2,0,5,2,1,1,4,2,3,1,3,4,9,110,0,2,2,0,2,1974,3,1,2,1,1,4,2,4,4,0,0, , , , , , , , , , , ,1, ,12000000,2, , , , , , , , , , , ,3,1,3,1,1,1,2,2,2,2,0,0,2, ,1,1,2,5,3,2,2,4,2,1,2,2, ,2, , , , , , , , 
43,3578,2, ,3, ,1,63,3,1,2,1, , , , , , , , , , , , ,63,41,9, , , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,8,10, , , , , , , , , , , , ,1, , , ,1, , ,99,6,1, ,1,1,5, ,1, , , , , , ,1,5220,0,52,1,2, ,2, , , ,4,72,5,1955,16,9151,0,64,2,3,5,2, ,1,2,4,21,1954,5,1, , , , , , ,1,1, , , , ,1909,8333,0,14,1,3,2, ,1,7,2,6,9,3,6,9,2,1,1,2,0, , , , , , ,2,0,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2600000,2, , , , , , , , , , , ,2,1,2,1,2,2,2,2,2,2,1,2,2, ,2, ,0,4,2,2,2,4,2,2,2,2, ,1,3,6,2,8322,0,60,2,2
44,2673,7, ,1, ,1,57,4,1,2,1,2, , , , , , , , , , , ,57,52,13,12, , , , , , , , , , , ,5, , ,5,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,12,2,1,2,2,3, ,1, , , , , , ,1,1312,0,36,1,1, ,1, , ,3,1,90,2,1958,19,5220,0,52,1,3,1,1,1,1,3,1,10,1957,5,1, , , , , , ,1,1, , , , ,1907,5220,0,52,1,1, , , ,3,6,6,9,6,6,9,3,1,1,1,1,1,1,2,2,2, ,1,1,8,3,2,0,13,5,1,1,13,5,9,1120,0,1,1,1,1,1987,3,1,1,1,1,4,1,4,4,0,0, , , , , , , , , , , ,1, ,400000000,1,1,2,1,2,1, ,1,0,1,0,1,11,2,12,1,1,1,1,2,1,1,1,1,1, ,1,2,1,8,3,3,3,9,3,1,2,2, ,1,13,5,1,4190,0,15,3,1
45,40,13, ,2,443,1,64,2,1,2, , , , , , , , , , , , , ,64,67, , , , , , , , , , , , , ,5, , ,3, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,1, , , ,1, , ,99,3,6, ,1,4,3, ,1, , , , , , ,1,9141,0,95,1,3,1,1,1,1,2,4,48,1,1980,14,8139,0,36,1,3,1,2, ,1,6,4,48,1979,5,1, , , , , , ,2,0,4, , , ,1911,8139,0,36,1,3,2, ,1,7,3,6,9,3,6,9,3,2,0,2,0, , , , , , ,2,0,3,1,1,1,3,6,3,7,6,2,9,8322,0,1,2,0,1,1958,2,3,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1970,4,1, ,16000000,2, , , , , , , , , , , ,5,1,5,1,1,1,2,2,2,2,2,2,2, ,2, ,2,4,3,1,1,1,1,2,1,2, ,1,3,6,1,9161,0,75,4,1
46,782,2, ,4, ,1,60,2,1,2, , , , , , , , , , , , , ,60,63, , , , , , , , , , , , , ,4, , ,4, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,2,401,5,1,1, , ,99,2,8, ,1,4,3, ,2,2,2, ,1,1998,6,2,7124,0,45,1,2, ,2, , , ,4,60,1,1960,19,7124,0,45,1,3,2,2, ,1,5,4,60,1941,5,1, , , , , , ,1,1, , , , ,1910,9211,0,1,1,3,2, ,1,5,0,0,1,1,0,0,3,2,0,2,0, , , , , , ,2,0,5,3,1,1,6,3,3,1,2,3,9,7412,0,2,1,1,2,1985,4,4,2,1,1,4,2,4, , , , , , , , , , , , , , ,1, ,14500000,2, , , , , , , , , , , ,1,2,2,1,1,2,2,2,2,2,2,2,2, ,2, ,2,5,3,7,7,49,7,2,2,2, ,1,2,8,0,7129,0,45,2,1
47,3516,6, ,4, ,1,59,2,1,2, , , , , , , , , , , , , ,59,78, , , , , , , , , , , , , ,4, , ,4, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,1, , , ,1, , ,99,3,3, ,1,4,6,2,2,2,2, ,1,1994,4,2,9211,0,1,1,3,5,2, ,1,3,4,48,1,1989,12,9211,0,1,1,3,5,2, ,2,6,4,50,1972,3, , , , , , , ,1,1, , , , ,0,9211,0,1,1,3,2, ,1,6,0,0,2,0,0,2,3,2,0,2,0, , , , , , ,2,0,1,1,1,1,1,0,3,1,0,0,0,9211,0,2,2,0,2,1971,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1947,4,1, ,10000000,2, , , , , , , , , , , ,1,2,2,1,1,2,2,2,2,2,2,2,2, ,2, ,2,2,1,10,10,100,10,2,2,2, ,1,0,0,2,7422,0,36,3,2
48,1996,2, ,3, ,1,62,9,1,2,2,2,1,1,2,1,1, , , , , , ,62,59,37,35,34,33,32,12,31, , , , , , ,4, , ,3,3,3,5,5,3,1,5, , , , , , ,2,3,3,3,3,3,7,6, , , , , , ,2,181,4,2,2, , ,99,2,6, ,1,4,3, ,2,2,2, ,1,2000,6,2,8324,0,51,1,3,1,2, ,1,6,4,60,2,1978,13,8324,0,45,2,3,5,2, ,1,3,4,48,1953,5,1, , , , , , ,2,0,1,31, ,1,1906,9131,0,95,1,5,2, ,1,0,0,0,1,99,99,9,9,2,0,2,0, , , , , , ,2,0,5,1,1,1,4,1,3,1,2,6,9,0,0,2,1,1,2,1962,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1971,4,1, ,30000000,2, , , , , , , , , , , ,1,1,9,1,1,1,2,2,2,2,1,2,2, ,1,2,2,8,2,4,4,16,4,1,2,2, ,1,7,8,2,7231,0,75,4,2
49,1707,13, ,4,698,1,63,4,1,2,1,2, , , , , , , , , , , ,63,55,22,13, , , , , , , , , , , ,5, , ,3,2,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,0, , ,99,3,6, ,1,1,6,3,1, , , , , , ,1,7124,0,45,1,3,1,2, ,1,5,4,48,2,2000,17,7124,0,45,2,3,5,2, ,1,4,4,48,1957,1, , , , , , , ,1,1, , , , ,1915,7124,0,45,1,2, , , , ,0,0,1,0,0,1,3,2,0,2,0, , , , , , ,2,0,1,1,1,1,2,7,3,1,6,2,9,6114,1,2,1,1,2,1972,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1985,4,1, ,5000000,2, , , , , , , , , , , ,5,1,5,1,1,1,2,2,2,2,2,2,2, ,2, ,2,2,1,5,5,25,5,1,2,2, ,1,3,6,1,7124,0,45,3,2
50,1359,7, ,5, ,1,57,3,1,2,2, , , , , , , , , , , , ,57,48,22, , , , , , , , , , , , ,5, , ,3,4, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,2,253,7,1,1, , ,99,3,5, ,1,4,3, ,1, , , , , , ,1,9211,0,1,2,2, ,2, , , ,4,48,5,2001,14,9211,0,1,2,3,5,2, ,1,0,4,60,1960,5,2,9211,0,2,1,1995,1995,1,1, , , , ,0,9211,0,1,1,3,0, ,1,0,1,0,9,1,0,0,3,2,0,2,0, , , , , , ,2,0,1,1,1,1,2,2,3,6,1,0,9,6142,0,1,1,1,2,1978,3,1,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,3, ,1000000,2, , , , , , , , , , , ,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,10,10,100,10,2,2,2, ,1,3,5,1,9211,0,1,2,2
51,945,13, ,4,59,1,64,3,1,2,2, , , , , , , , , , , , ,64,63,33, , , , , , , , , , , , ,4, , ,3,6, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,2,296,9,3,1, , ,99,3,6, ,1,4,3, ,2,1,2, ,1,1997,7,2,7133,0,45,1,3,2,2, ,1,6,4,55,1,1972,14,4222,0,66,1,4,1,2, ,1,5,4,48,1951,5,1, , , , , , ,1,1, , , , ,1900,6114,0,1,2,2, , , , ,3,0,9,3,0,9,2,2,0,1,1,2,2,2,2,1, ,2,0,4,2,1,1,3,4,3,8, , , , , , , , , ,1956,1,2,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1973,4,1, ,16000000,2, , , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,2,2,2, ,2, ,2,5,2,6,6,36,6,2,1,1,1,1,3,0,1,7124,0,45,3,1
52,1354,13, ,3,115,1,60,6,1,2,1,2,1,1, , , , , , , , , ,60,55,31,32,8,5, , , , , , , , , ,5, , ,3,2,2,1,1, , , , , , , , , ,2,3,6,7,7, , , , , , , , , ,2,200,13,2,3,0,13,1,3,6, ,1,4,2, ,2,2,1,156,1,1973, ,2,8322,0,60,2,4,5,2, ,2,1,4,84,5,1975,11,9211,0,1,1,3,5,2, ,1,3,4,70,1959,5,1, , , , , , ,1,1, , , , ,1899,9312,0,45,1,3,1,0,1,6,1,0,9,1,0,0,3,2,0,2,0, , , , , , ,2,0,2,1,1,1,9,4,2,7,13,7,9,2149,0,1,1,1,1,1963,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1967,4,2, ,14000000,2, , , , , , , , , , , ,4,1,4,1,1,1,2,2,2,2,1,2,2, ,2, ,2,4,2,3,3,9,3,2,2,2, ,1,3,6,2,7212,0,28,4,1
53,1897,4, ,3,405,1,57,6,1,2,1,1,2,1, , , , , , , , , ,57,53,31,23,30,25, , , , , , , , , ,2, , ,3,4,2,3,2, , , , , , , , , ,2,3,3,3,3, , , , , , , , , ,2,120,3,2,2, , ,99,3,3, ,1,4,3, ,2,1,1,12,1,2001, ,2,7122,0,45,2,3,2,2, ,1,5,4,48,2,2000,14,9322,0,20,1,3,1,2, ,1,5,4,48,1960,5,2,7122,0,2,45,1985,2001,2,0,1,31, ,25,1939,8112,0,13,2,3,2, ,1,7,3,6,9,0,0,1,2,2,0,2,0, , , , , , ,2,0,5,2,1,1,3,4,2,7,0,0,1,7442,0,1,1,1,2,1966,3,3,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1970,4,1, ,12000000,1,1,2,2,2,2,2,1,0,0,0,0,4,3,6,1,1,1,2,2,2,1,2,2,2, ,2, ,2,6,3,5,5,25,5,2,2,2, ,1,6,1,1,7124,0,45,3,1
54,1002,13, ,1,32,1,58,5,1,2,1,2,2, , , , , , , , , , ,58,51,91,83,86, , , , , , , , , , ,2, , ,3,4,4,4, , , , , , , , , , ,2,5,5,10, , , , , , , , , , ,1, , , ,0, , ,99,6,6, ,3,1,3, ,2,2,1,52,1,1997, ,2,3415,0,24,1,3,1,1,2,1,6,4,50,2,1978,15,4115,0,28,2,3,5,2, ,1,6,4,10,1955,5,2,3415,0,2,52,1992,1997,1,1, , , , ,1904,5220,0,50,1,2, , , , ,12,3,9,6,6,9,1,2,0,1,1,1,1,2,2,2, ,1,1,7,4,1,1,6,6,0,1,6,6,9,4190,0,2,2,0,2,1967,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,4, ,50000000,2, , , , , , , , , , , ,5,1,8,1,1,1,2,2,2,2,1,2,2, ,2, ,2,6,3,5,5,25,5,2,2,2, ,1,6,6,2,1319,0,55,3,2
55,1382,7, ,5, ,1,58,6,1,2,2,1,2,1, , , , , , , , , ,58,45,24,23,16,15, , , , , , , , , ,2, , ,5,3,5,1,1, , , , , , , , , ,2,3,3,3,3, , , , , , , , , ,2,215,9,2,3,0,401,3,3,6, ,1,4,6,5,2,1,2, ,1,2001,1,2,9132,0,55,2,5,5,2, ,1,3,4,8,5,1970,14,9211,0,1,2,3,5,2, ,1,2,4,5,1963,5,1, , , , , , ,1,1, , , , ,0,9211,0,1,1,3,2, ,1,4,0,0,0,3,6,9,2,1,1,2,0, , , , , , ,2,0,5,3,1,1,2,3,1,2,3,2,9,9211,0,2,2,0,2,1977,4,4,2,2, , ,2,4, , , , , , , , , , , ,1,1984,4,1, ,1500000,2, , , , , , , , , , , ,2,3,6,1,1,2,2,2,2,2,2,2,2, ,2, ,2,4,2,8,8,64,8,2,1,2, ,1,3,6,2,7124,0,45,3,0
